method,split,case_type,rank,path,score,decision_threshold
RC-MSPS,ImageNet-1K-ID,false_reject,22,/home/omote/datasets/openood_official/images_largescale/imagenet_1k/val/ILSVRC2012_val_00018318.JPEG,-5.123400688171387,-2.867911720275879
RC-MSPS,ImageNet-1K-ID,false_reject,23,/home/omote/datasets/openood_official/images_largescale/imagenet_1k/val/ILSVRC2012_val_00038439.JPEG,-5.120857238769531,-2.867911720275879
RC-MSPS,ImageNet-1K-ID,false_reject,24,/home/omote/datasets/openood_official/images_largescale/imagenet_1k/val/ILSVRC2012_val_00026982.JPEG,-5.107814311981201,-2.867911720275879
RC-MSPS,ImageNet-1K-ID,false_reject,25,/home/omote/datasets/openood_official/images_largescale/imagenet_1k/val/ILSVRC2012_val_00043927.JPEG,-5.097111225128174,-2.867911720275879
RC-MSPS,ImageNet-1K-ID,false_reject,26,/home/omote/datasets/openood_official/images_largescale/imagenet_1k/val/ILSVRC2012_val_00047442.JPEG,-5.091031074523926,-2.867911720275879
RC-MSPS,ImageNet-1K-ID,false_reject,27,/home/omote/datasets/openood_official/images_largescale/imagenet_1k/val/ILSVRC2012_val_00032794.JPEG,-5.084489345550537,-2.867911720275879
RC-MSPS,ImageNet-1K-ID,false_reject,28,/home/omote/datasets/openood_official/images_largescale/imagenet_1k/val/ILSVRC2012_val_00035028.JPEG,-5.080170631408691,-2.867911720275879
RC-MSPS,ImageNet-1K-ID,false_reject,29,/home/omote/datasets/openood_official/images_largescale/imagenet_1k/val/ILSVRC2012_val_00034864.JPEG,-5.074961185455322,-2.867911720275879
RC-MSPS,ImageNet-1K-ID,false_reject,30,/home/omote/datasets/openood_official/images_largescale/imagenet_1k/val/ILSVRC2012_val_00027325.JPEG,-5.053725242614746,-2.867911720275879
RC-MSPS,ImageNet-1K-ID,false_reject,31,/home/omote/datasets/openood_official/images_largescale/imagenet_1k/val/ILSVRC2012_val_00043676.JPEG,-5.049142837524414,-2.867911720275879
RC-MSPS,ImageNet-1K-ID,false_reject,32,/home/omote/datasets/openood_official/images_largescale/imagenet_1k/val/ILSVRC2012_val_00013765.JPEG,-5.038535118103027,-2.867911720275879
RC-MSPS,ImageNet-1K-ID,false_reject,33,/home/omote/datasets/openood_official/images_largescale/imagenet_1k/val/ILSVRC2012_val_00038872.JPEG,-5.022237300872803,-2.867911720275879
RC-MSPS,ImageNet-1K-ID,false_reject,34,/home/omote/datasets/openood_official/images_largescale/imagenet_1k/val/ILSVRC2012_val_00002436.JPEG,-4.951061248779297,-2.867911720275879
RC-MSPS,ImageNet-1K-ID,false_reject,35,/home/omote/datasets/openood_official/images_largescale/imagenet_1k/val/ILSVRC2012_val_00019154.JPEG,-4.945084095001221,-2.867911720275879
RC-MSPS,ImageNet-1K-ID,false_reject,36,/home/omote/datasets/openood_official/images_largescale/imagenet_1k/val/ILSVRC2012_val_00043644.JPEG,-4.933122634887695,-2.867911720275879
RC-MSPS,ImageNet-1K-ID,false_reject,37,/home/omote/datasets/openood_official/images_largescale/imagenet_1k/val/ILSVRC2012_val_00045294.JPEG,-4.914264678955078,-2.867911720275879
RC-MSPS,ImageNet-1K-ID,false_reject,38,/home/omote/datasets/openood_official/images_largescale/imagenet_1k/val/ILSVRC2012_val_00041782.JPEG,-4.91149377822876,-2.867911720275879
RC-MSPS,ImageNet-1K-ID,false_reject,39,/home/omote/datasets/openood_official/images_largescale/imagenet_1k/val/ILSVRC2012_val_00001015.JPEG,-4.9036784172058105,-2.867911720275879
RC-MSPS,ImageNet-1K-ID,false_reject,40,/home/omote/datasets/openood_official/images_largescale/imagenet_1k/val/ILSVRC2012_val_00029028.JPEG,-4.9023566246032715,-2.867911720275879
RC-MSPS,ImageNet-1K-ID,false_reject,41,/home/omote/datasets/openood_official/images_largescale/imagenet_1k/val/ILSVRC2012_val_00022988.JPEG,-4.894540309906006,-2.867911720275879
RC-MSPS,ImageNet-1K-ID,false_reject,42,/home/omote/datasets/openood_official/images_largescale/imagenet_1k/val/ILSVRC2012_val_00049029.JPEG,-4.883045673370361,-2.867911720275879
RC-MSPS,ImageNet-1K-ID,false_reject,43,/home/omote/datasets/openood_official/images_largescale/imagenet_1k/val/ILSVRC2012_val_00003773.JPEG,-4.881525039672852,-2.867911720275879
RC-MSPS,ImageNet-1K-ID,false_reject,44,/home/omote/datasets/openood_official/images_largescale/imagenet_1k/val/ILSVRC2012_val_00040795.JPEG,-4.88047981262207,-2.867911720275879
RC-MSPS,ImageNet-1K-ID,false_reject,45,/home/omote/datasets/openood_official/images_largescale/imagenet_1k/val/ILSVRC2012_val_00046132.JPEG,-4.866742134094238,-2.867911720275879
RC-MSPS,ImageNet-1K-ID,false_reject,46,/home/omote/datasets/openood_official/images_largescale/imagenet_1k/val/ILSVRC2012_val_00013338.JPEG,-4.841740131378174,-2.867911720275879
RC-MSPS,ImageNet-1K-ID,false_reject,47,/home/omote/datasets/openood_official/images_largescale/imagenet_1k/val/ILSVRC2012_val_00045282.JPEG,-4.841187477111816,-2.867911720275879
RC-MSPS,ImageNet-1K-ID,false_reject,48,/home/omote/datasets/openood_official/images_largescale/imagenet_1k/val/ILSVRC2012_val_00046244.JPEG,-4.833052635192871,-2.867911720275879
RC-MSPS,ImageNet-1K-ID,false_reject,49,/home/omote/datasets/openood_official/images_largescale/imagenet_1k/val/ILSVRC2012_val_00000697.JPEG,-4.824262619018555,-2.867911720275879
RC-MSPS,ImageNet-1K-ID,false_reject,50,/home/omote/datasets/openood_official/images_largescale/imagenet_1k/val/ILSVRC2012_val_00032108.JPEG,-4.822484016418457,-2.867911720275879
PULSE,NINCO,false_accept,1,ninco/ozotoceros_bezoarticus/ozotoceros_bezoarticus_024_36631975.jpeg,-2.6228139400482178,4.07577700614929
PULSE,NINCO,false_accept,2,ninco/ozotoceros_bezoarticus/ozotoceros_bezoarticus_009_25959899.jpeg,-2.326061487197876,4.07577700614929
PULSE,NINCO,false_accept,3,ninco/triturus_marmoratus/triturus_marmoratus_081_2307438.jpg,-2.280438184738159,4.07577700614929
PULSE,NINCO,false_accept,4,ninco/tursiops_aduncus/tursiops_aduncus_045_28282748.jpg,-2.210082769393921,4.07577700614929
PULSE,NINCO,false_accept,5,ninco/ozotoceros_bezoarticus/ozotoceros_bezoarticus_041_48398364.jpg,-1.9401962757110596,4.07577700614929
PULSE,NINCO,false_accept,6,ninco/araneus_gemma/araneus_gemma_081_4146615.jpg,-1.8269610404968262,4.07577700614929
PULSE,NINCO,false_accept,7,ninco/pseudorca_crassidens/pseudorca_crassidens_013_21836515.jpg,-1.7405203580856323,4.07577700614929
PULSE,NINCO,false_accept,8,ninco/araneus_gemma/araneus_gemma_089_495225.jpg,-1.702165961265564,4.07577700614929
PULSE,NINCO,false_accept,9,ninco/araneus_gemma/araneus_gemma_062_35505492.jpeg,-1.6154911518096924,4.07577700614929
PULSE,NINCO,false_accept,10,ninco/pseudorca_crassidens/pseudorca_crassidens_003_13823219.jpg,-1.588941216468811,4.07577700614929
PULSE,NINCO,false_accept,11,ninco/pseudorca_crassidens/pseudorca_crassidens_042_53905420.jpeg,-1.5851004123687744,4.07577700614929
PULSE,NINCO,false_accept,12,ninco/Caracal_caracal_caracal/Caracal_caracal_caracal_014_015-31347435.jpg,-1.534553050994873,4.07577700614929
PULSE,NINCO,false_accept,13,ninco/Caracal_caracal_caracal/Caracal_caracal_caracal_074_121-114843368.jpeg,-1.5339847803115845,4.07577700614929
PULSE,NINCO,false_accept,14,ninco/ozotoceros_bezoarticus/ozotoceros_bezoarticus_056_71847150.jpeg,-1.5337690114974976,4.07577700614929
PULSE,NINCO,false_accept,15,ninco/tursiops_aduncus/tursiops_aduncus_060_36529707.jpeg,-1.4403388500213623,4.07577700614929
PULSE,NINCO,false_accept,16,ninco/araneus_gemma/araneus_gemma_034_32133125.jpg,-1.373784065246582,4.07577700614929
PULSE,NINCO,false_accept,17,ninco/ozotoceros_bezoarticus/ozotoceros_bezoarticus_040_47876146.jpeg,-1.332808494567871,4.07577700614929
PULSE,NINCO,false_accept,18,ninco/ozotoceros_bezoarticus/ozotoceros_bezoarticus_031_40685831.jpeg,-1.2597459554672241,4.07577700614929
PULSE,NINCO,false_accept,19,ninco/ozotoceros_bezoarticus/ozotoceros_bezoarticus_037_44440505.jpeg,-1.2585304975509644,4.07577700614929
PULSE,NINCO,false_accept,20,ninco/ozotoceros_bezoarticus/ozotoceros_bezoarticus_077_9330007.jpg,-1.252600073814392,4.07577700614929
PULSE,NINCO,false_accept,21,ninco/ozotoceros_bezoarticus/ozotoceros_bezoarticus_074_90666145.jpeg,-1.171085238456726,4.07577700614929
PULSE,NINCO,false_accept,22,ninco/araneus_gemma/araneus_gemma_000_1045412.jpg,-1.1374834775924683,4.07577700614929
PULSE,NINCO,false_accept,23,ninco/ozotoceros_bezoarticus/ozotoceros_bezoarticus_030_39990033.jpeg,-1.1354026794433594,4.07577700614929
PULSE,NINCO,false_accept,24,ninco/araneus_gemma/araneus_gemma_008_1733400.JPG,-1.1127991676330566,4.07577700614929
PULSE,NINCO,false_accept,25,ninco/skipper_caterpillar/skipper_caterpillar_026_037-19050893.jpg,-1.1116288900375366,4.07577700614929
PULSE,NINCO,false_accept,26,ninco/triturus_marmoratus/triturus_marmoratus_019_14674431.jpeg,-1.102623701095581,4.07577700614929
PULSE,NINCO,false_accept,27,ninco/triturus_marmoratus/triturus_marmoratus_029_16384855.jpg,-1.0869818925857544,4.07577700614929
PULSE,NINCO,false_accept,28,ninco/Caracal_caracal_caracal/Caracal_caracal_caracal_093_183-161463072.jpg,-1.0685296058654785,4.07577700614929
PULSE,NINCO,false_accept,29,ninco/ozotoceros_bezoarticus/ozotoceros_bezoarticus_014_28515220.jpg,-1.0524797439575195,4.07577700614929
PULSE,NINCO,false_accept,30,ninco/ozotoceros_bezoarticus/ozotoceros_bezoarticus_060_75710215.jpg,-1.0382238626480103,4.07577700614929
PULSE,NINCO,false_accept,31,ninco/araneus_gemma/araneus_gemma_069_3652875.JPG,-1.0309123992919922,4.07577700614929
PULSE,NINCO,false_accept,32,ninco/ozotoceros_bezoarticus/ozotoceros_bezoarticus_032_41559966.jpeg,-1.0181686878204346,4.07577700614929
PULSE,NINCO,false_accept,33,ninco/araneus_gemma/araneus_gemma_072_37472951.jpeg,-0.9976549744606018,4.07577700614929
PULSE,NINCO,false_accept,34,ninco/pseudorca_crassidens/pseudorca_crassidens_010_20513027.jpeg,-0.9878843426704407,4.07577700614929
PULSE,NINCO,false_accept,35,ninco/vaccinium_reticulatum/vaccinium_reticulatum_014_14327408.jpeg,-0.9683577418327332,4.07577700614929
PULSE,NINCO,false_accept,36,ninco/araneus_gemma/araneus_gemma_060_3530133.jpg,-0.9525158405303955,4.07577700614929
PULSE,NINCO,false_accept,37,ninco/araneus_gemma/araneus_gemma_058_35185232.jpg,-0.9251695275306702,4.07577700614929
PULSE,NINCO,false_accept,38,ninco/tursiops_aduncus/tursiops_aduncus_099_61325845.jpeg,-0.9248666167259216,4.07577700614929
PULSE,NINCO,false_accept,39,ninco/sepia_apama/sepia_apama_006_10288525.jpg,-0.8892829418182373,4.07577700614929
PULSE,NINCO,false_accept,40,ninco/ozotoceros_bezoarticus/ozotoceros_bezoarticus_045_53328279.jpg,-0.8670380711555481,4.07577700614929
PULSE,NINCO,false_accept,41,ninco/araneus_gemma/araneus_gemma_004_15246572.jpg,-0.8021040558815002,4.07577700614929
PULSE,NINCO,false_accept,42,ninco/triturus_marmoratus/triturus_marmoratus_064_20704843.jpeg,-0.7842859029769897,4.07577700614929
PULSE,NINCO,false_accept,43,ninco/ozotoceros_bezoarticus/ozotoceros_bezoarticus_011_27966778.jpg,-0.7642381191253662,4.07577700614929
PULSE,NINCO,false_accept,44,ninco/ozotoceros_bezoarticus/ozotoceros_bezoarticus_019_35076143.jpeg,-0.7637520432472229,4.07577700614929
PULSE,NINCO,false_accept,45,ninco/spaghetti_bolognese/spaghetti_bolognese_050_1457445.jpg,-0.7438898086547852,4.07577700614929
PULSE,NINCO,false_accept,46,ninco/araneus_gemma/araneus_gemma_095_53272715.jpg,-0.7373473644256592,4.07577700614929
PULSE,NINCO,false_accept,47,ninco/ozotoceros_bezoarticus/ozotoceros_bezoarticus_064_8428318.jpeg,-0.7216531038284302,4.07577700614929
PULSE,NINCO,false_accept,48,ninco/triturus_marmoratus/triturus_marmoratus_069_21063318.jpeg,-0.6920448541641235,4.07577700614929
PULSE,NINCO,false_accept,49,ninco/triturus_marmoratus/triturus_marmoratus_066_20731936.jpg,-0.6892321109771729,4.07577700614929
PULSE,NINCO,false_accept,50,ninco/pseudorca_crassidens/pseudorca_crassidens_031_37545186.jpg,-0.6591950058937073,4.07577700614929
RC-MSPS,NINCO,false_accept,1,ninco/donuts/donuts_064_2661488.jpg,0.14567527174949646,-2.867911720275879
RC-MSPS,NINCO,false_accept,2,ninco/chicken_quesadilla/chicken_quesadilla_089_1558427.jpg,0.14271180331707,-2.867911720275879
RC-MSPS,NINCO,false_accept,3,ninco/donuts/donuts_075_934356.jpg,0.13356292247772217,-2.867911720275879
RC-MSPS,NINCO,false_accept,4,ninco/donuts/donuts_033_392944.jpg,0.07313010096549988,-2.867911720275879
RC-MSPS,NINCO,false_accept,5,ninco/chicken_quesadilla/chicken_quesadilla_013_2468129.jpg,0.02673235535621643,-2.867911720275879
RC-MSPS,NINCO,false_accept,6,ninco/pseudorca_crassidens/pseudorca_crassidens_042_53905420.jpeg,0.005871623754501343,-2.867911720275879
RC-MSPS,NINCO,false_accept,7,ninco/door/door_038_00058.jpg,-0.010069131851196289,-2.867911720275879
RC-MSPS,NINCO,false_accept,8,ninco/sepia_apama/sepia_apama_006_10288525.jpg,-0.01127016544342041,-2.867911720275879
RC-MSPS,NINCO,false_accept,9,ninco/chicken_quesadilla/chicken_quesadilla_093_2898847.jpg,-0.014994382858276367,-2.867911720275879
RC-MSPS,NINCO,false_accept,10,ninco/ozotoceros_bezoarticus/ozotoceros_bezoarticus_031_40685831.jpeg,-0.020865201950073242,-2.867911720275879
RC-MSPS,NINCO,false_accept,11,ninco/tursiops_aduncus/tursiops_aduncus_005_10973534.jpg,-0.02419215440750122,-2.867911720275879
RC-MSPS,NINCO,false_accept,12,ninco/chicken_quesadilla/chicken_quesadilla_088_3175728.jpg,-0.045798659324645996,-2.867911720275879
RC-MSPS,NINCO,false_accept,13,ninco/door/door_057_00087.jpg,-0.04765605926513672,-2.867911720275879
RC-MSPS,NINCO,false_accept,14,ninco/ozotoceros_bezoarticus/ozotoceros_bezoarticus_030_39990033.jpeg,-0.09009373188018799,-2.867911720275879
